Deal Type,Completion Date,"P1, Start (-1)","P1, End (+1)","P2, Start (-5)","P2, End (+5)","P3, Start (0)","P3, End (+365)","P4, Start (0)","P4, End (+250)","P5, Start (-1)","P5, End (0)",Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target ISIN,Acquirer ISIN,Ticker Acquirer,Seller ISIN,Ticker Seller,Bloomberg Search,Action ID,Action ID Bloomberg,Deal Description,Percent Owned,Percent Sought,Acq P1,Acq P2,Acq P3,Acq P4,Acq P5,Sel P1,Sel P2,Sel P3,Sel P4,Sel P5,Acq Ticker P1,Acq Ticker P2,Acq Ticker P3,Acq Ticker P4,Acq Ticker P5,Sel Ticker P1,Sel Ticker P2,Sel Ticker P3,Sel Ticker P4,Sel Ticker P5,"P1, Start (-1)","P1, End (+1)","P2, Start (-5)","P2, End (+5)","P3, Start (0)","P3, End (+365)","P4, Start (0)","P4, End (+250)","P5, Start (-1)","P5, End (0)",Acq Rel index,Sel Rel Index,Acq CAR P1,Acq CAR P2,Acq CAR P3,Acq CAR P4,Acq CAR P5,Sel CAR P1,Sel CAR P2,Sel CAR P3,Sel CAR P4,Sel CAR P5
M&A,11/18/2009,11/17/2009,11/19/2009,11/13/2009,11/23/2009,11/18/2009,11/18/2010,11/18/2009,7/26/2010,11/17/2009,11/18/2009,21 senior living communities,Brookdale Senior Living Inc,Sunrise Senior Living LLC,204,Cash, ,Completed,,US1124631045,BKD US Equity,US86768K1060,SRZ US Equity,CACX,40345218,CACX 40345218,Sunrise Senior Living LLC sold 21 senior living communities to Brookdale Senior Living Inc for USD 204.00M. The transaction was announced on 10/09/2009 and completed on 11/18/2009.,0,100,-0.02554744,-0.001218769,0.1852776,-0.08608858,-0.02493917,0.1010453,0.1792115,0.3115942,0.02536232,-0.03832753,-0.01373443,0.0123778,0.1001229,0.01790744,-0.000315409,-0.01373443,0.0123778,0.1001229,0.01790744,-0.000315409,20091117,20091119,20091113,20091123,20091118,20101118,20091118,20100726,20091117,20091118,SPX Index,SPX Index,-0.01181301,-0.013596569,0.0851547,-0.10399602,-0.024623761,0.11477973,0.1668337,0.2114713,0.00745488,-0.038012121
M&A,8/28/2012,8/27/2012,8/29/2012,8/23/2012,9/2/2012,8/28/2012,8/28/2013,8/28/2012,5/5/2013,8/27/2012,8/28/2012,12 MHz of 700 MHz A Block Spectrum,Leap Wireless International Inc,Verizon Communications Inc,204,Cash, ,Completed,,US5218633080,LEAP US Equity,US92343V1044,VZ US Equity,CACX,59742852,CACX 59742852,Verizon Communications Inc sold 12 MHz of 700 MHz A Block Spectrum to Leap Wireless International Inc for USD 204.00M. The transaction was announced on 12/05/2011 and completed on 08/28/2012.,0,100,-0.01581722,-0.03100089,1.746403,0.0557554,-0.0228471,0.007717493,0.01633136,0.1392717,0.2761773,-0.002104771,0.000338697,0.003816917,0.1863097,0.1627094,-0.000744304,0.000338697,0.003816917,0.1863097,0.1627094,-0.000744304,20120827,20120829,20120823,20120902,20120828,20130828,20120828,20130505,20120827,20120828,SPX Index,SPX Index,-0.016155917,-0.034817807,1.5600933,-0.106954,-0.022102796,0.007378797,0.012514443,-0.047038,0.1134679,-0.001360467
M&A,8/30/2013,8/29/2013,8/31/2013,8/25/2013,9/4/2013,8/30/2013,8/30/2014,8/30/2013,5/7/2014,8/29/2013,8/30/2013,Western Star Trucks Australia Pty Ltd,Penske Automotive Group Inc,Transpacific Industries Group Ltd,202.66,Cash, ,Completed,    N.A.,US70959W1036,PAG US Equity,AU000000TPI4,TPI AU Equity,CACX,79920720,CACX 79920720,Transpacific Industries Group Ltd sold Western Star Trucks Australia Pty Ltd to Penske Automotive Group Inc for AUD 219.00M. The transaction was announced on 07/28/2013 and completed on 08/30/2013.,0,100,-0.01489147,0.01740428,#VALUE!,0.1840075,-0.01489147,0.01041667,0.04864865,#VALUE!,0.1494845,0.01041667,-0.003090111,-0.005546876,#VALUE!,0.1659968,-0.003090111,0.008460694,0.0139159,#VALUE!,0.09763372,0.008460694,20130829,20130831,20130825,20130904,20130830,20140830,20130830,20140507,20130829,20130830,SPX Index,AS51 Index,-0.011801359,0.022951156,#VALUE!,0.0180107,-0.011801359,0.001955976,0.03473275,#VALUE!,0.05185078,0.001955976
M&A,12/15/2010,12/14/2010,12/16/2010,12/10/2010,12/20/2010,12/15/2010,12/15/2011,12/15/2010,8/22/2011,12/14/2010,12/15/2010,Yellow Rose & Bluebonnet Assets,Chesapeake Energy Corp,Antares Energy Ltd,200,Cash, ,Completed,,US1651671075,CHK US Equity,AU000000AZZ7,AZZ AU Equity,CACX,50364691,CACX 50364691,Antares Energy Ltd sold Yellow Rose & Bluebonnet Assets to Chesapeake Energy Corp for USD 200.00M. The transaction was announced on 11/29/2010 and completed on 12/15/2010.,0,100,0.02389227,0.1064572,-0.02000447,0.2186466,0.02128584,0,-0.1123596,-0.03614458,-0.02409639,0.02469136,0.001083476,0.005643371,0.004825825,-0.07809191,-0.005100957,0.003587258,-0.001938301,-0.07810818,-0.1114355,0.000188782,20101214,20101216,20101210,20101220,20101215,20111215,20101215,20110822,20101214,20101215,SPX Index,AS51 Index,0.022808794,0.100813829,-0.024830295,0.29673851,0.026386797,-0.003587258,-0.110421299,0.0419636,0.08733911,0.024502579
M&A,12/31/2010,12/30/2010,1/1/2011,12/26/2010,1/5/2011,12/31/2010,12/31/2011,12/31/2010,9/7/2011,12/30/2010,12/31/2010,Intellectual Ppty & Assets,Pfizer Inc,Biocon Ltd,200,Cash, ,Completed,,US7170811035,PFE US Equity,INE376G01013,BIOS IN Equity,CACX,49189266,CACX 49189266,Biocon Ltd sold Intellectual Ppty & Assets to Pfizer Inc for USD 200.00M. The transaction was announced on 10/18/2010 and completed on 12/31/2010.,0,100,0.001143511,0.02839296,0.2877085,0.120052,0.001143511,0.008748801,0.02353518,-0.3411922,-0.1766406,0.008748801,-0.000192861,0.01615398,0.02105444,-0.03372269,-0.000192861,0.005886464,0.01133024,-0.2364067,-0.157997,0.005886464,20101230,20110101,20101226,20110105,20101231,20111231,20101231,20110907,20101230,20101231,SPX Index,SENSEX Index,0.001336372,0.01223898,0.26665406,0.15377469,0.001336372,0.002862337,0.01220494,-0.1047855,-0.0186436,0.002862337
M&A,12/1/2010,11/30/2010,12/2/2010,11/26/2010,12/6/2010,12/1/2010,12/1/2011,12/1/2010,8/8/2011,11/30/2010,12/1/2010,Jerneh Insurance Bhd,ACE Ltd,Jerneh Asia BHD,200,Cash, ,Completed,    N.A.,CH0044328745,ACE US Equity,MYL6394OO000,JER MK Equity,CACX,48179902,CACX 48179902,Jerneh Asia BHD sold Jerneh Insurance Bhd to ACE Ltd for USD 200.00M. The transaction was announced on 09/14/2010 and completed on 12/01/2010.,0,100,0.02255639,0.002546257,0.1786864,0.007533734,0.01640465,0.01,-0.01639344,0.1179153,0.000651448,0.02333333,0.03487858,0.02894599,0.0533426,-0.06002091,0.02176259,0.01218081,0.007166872,0.03760248,0.03139059,0.000195373,20101130,20101202,20101126,20101206,20101201,20111201,20101201,20110808,20101130,20101201,SPX Index,FBMKLCI Index,-0.01232219,-0.026399733,0.1253438,0.067554644,-0.00535794,-0.00218081,-0.023560312,0.08031282,-0.030739143,0.023137957
M&A,12/31/2011,12/30/2011,1/1/2012,12/26/2011,1/5/2012,12/31/2011,12/30/2012,12/31/2011,9/6/2012,12/30/2011,12/31/2011,South Arne oil field,Hess Corp,Norwegian Energy Co ASA,200,Cash, ,Completed,,US42809H1077,HES US Equity,NO0010379266,NOR NO Equity,CACX,56882853,CACX 56882853,Norwegian Energy Co ASA sold South Arne oil field to Hess Corp for USD 200.00M. The transaction was announced on 08/11/2011 and completed on 12/31/2011.,0,100,#VALUE!,0.01123595,-0.09028242,-0.1017942,#VALUE!,#VALUE!,0.1392405,-0.1659178,0.1759657,#VALUE!,#VALUE!,0.01300006,0.1406067,0.1561352,#VALUE!,#VALUE!,0.0256857,0.1473714,0.1512304,#VALUE!,20111230,20120101,20111226,20120105,20111231,20121230,20111231,20120906,20111230,20111231,SPX Index,OBX Index,#VALUE!,-0.00176411,-0.23088912,-0.2579294,#VALUE!,#VALUE!,0.1135548,-0.3132892,0.0247353,#VALUE!
M&A,6/30/2010,6/29/2010,7/1/2010,6/25/2010,7/5/2010,6/30/2010,6/30/2011,6/30/2010,3/7/2011,6/29/2010,6/30/2010,Asian Packaging Operation,International Paper Co,Svenska Cellulosa AB SCA,200,Cash, ,Completed,,US4601461035,IP US Equity,SE0000112724,SCAB SS Equity,CACX,44811566,CACX 44811566,Svenska Cellulosa AB SCA sold Asian Packaging Operation to International Paper Co for USD 200.00M. The transaction was announced on 04/26/2010 and completed on 06/30/2010.,0,100,0.02456454,-0.08133388,0.3514298,0.182014,0.01071907,-0.02444324,-0.05238095,0.003849005,0.1256771,0.002715915,-0.01314955,-0.04990234,0.3068728,0.2885812,-0.009998865,-0.01246221,-0.03964017,0.1499979,0.1133065,0.01208253,20100629,20100701,20100625,20100705,20100630,20110630,20100630,20110307,20100629,20100630,SPX Index,OMX Index,0.03771409,-0.03143154,0.044557,-0.1065672,0.020717935,-0.01198103,-0.01274078,-0.146148895,0.0123706,-0.009366615
M&A,6/3/2010,6/2/2010,6/4/2010,5/29/2010,6/8/2010,6/3/2010,6/3/2011,6/3/2010,2/8/2011,6/2/2010,6/3/2010,190 Retail Gas Stations,Global Partners LP/MA,Exxon Mobil Corp,200,Cash, ,Completed,,US37946R1095,GLP US Equity,US30231G1022,XOM US Equity,CACX,45542385,CACX 45542385,Exxon Mobil Corp sold 190 Retail Gas Stations to Global Partners LP/MA for USD 200.00M. The transaction was announced on 05/25/2010 and completed on 06/03/2010.,0,100,0.002780352,0.001408451,0.2384028,0.3353048,0.01251158,-0.02048708,0.01290109,0.351469,0.3734772,0.01299984,-0.03042678,-0.02469449,0.2024371,0.2170674,0.004093825,-0.03042678,-0.02469449,0.2024371,0.2170674,0.004093825,20100602,20100604,20100529,20100608,20100603,20110603,20100603,20110208,20100602,20100603,SPX Index,SPX Index,0.033207132,0.026102941,0.0359657,0.1182374,0.008417755,0.0099397,0.03759558,0.1490319,0.1564098,0.008906015
M&A,11/18/2008,11/17/2008,11/19/2008,11/13/2008,11/23/2008,11/18/2008,11/18/2009,11/18/2008,7/26/2009,11/17/2008,11/18/2008,Pipeline and Terminal Facilities,Sunoco Logistics Partners LP,Exxon Mobil Corp,200,Cash, ,Completed,,US86764L1089,SXL US Equity,US30231G1022,XOM US Equity,CACX,31422338,CACX 31422338,Exxon Mobil Corp sold Pipeline and Terminal Facilities to Sunoco Logistics Partners LP for USD 200.00M. The transaction was announced on 04/30/2008 and completed on 11/18/2008.,0,100,-0.1229298,-0.2167768,0.5373777,0.418482,-0.01959412,0.000545108,0.005304337,0.008961405,-0.04244185,0.04020169,-0.05163192,-0.1214038,0.3250561,0.1609507,0.01003371,-0.05163192,-0.1214038,0.3250561,0.1609507,0.01003371,20081117,20081119,20081113,20081123,20081118,20091118,20081118,20090726,20081117,20081118,SPX Index,SPX Index,-0.07129788,-0.095373,0.2123216,0.2575313,-0.02962783,0.052177028,0.126708137,-0.316094695,-0.20339255,0.03016798
M&A,1/2/2013,1/1/2013,1/3/2013,12/28/2012,1/7/2013,1/2/2013,1/2/2014,1/2/2013,9/9/2013,1/1/2013,1/2/2013,First Place Bank,Talmer Bancorp Inc,First Place Financial Corp/OH,200,Cash, ,Completed,    N.A.,US87482X1019,TLMR US Equity,US33610T1097,FPFCQ US Equity,CACX,72579474,CACX 72579474,First Place Financial Corp/OH sold First Place Bank to Talmer Bancorp Inc for USD 200.00M. The transaction was completed on 01/02/2013.,0,100,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.1375,-0.2222222,-0.7575758,-0.4393939,-0.175,0.02345742,0.04260235,0.2794695,0.1599524,0.02559642,0.02345742,0.04260235,0.2794695,0.1599524,0.02559642,20130101,20130103,20121228,20130107,20130102,20140102,20130102,20130909,20130101,20130102,SPX Index,SPX Index,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.16095742,-0.26482455,-1.0370453,-0.5993463,-0.20059642
M&A,12/28/2012,12/27/2012,12/29/2012,12/23/2012,1/2/2013,12/28/2012,12/28/2013,12/28/2012,9/4/2013,12/27/2012,12/28/2012,Duarte business,Woodward Inc,General Electric Co,200,Cash, ,Completed,,US9807451037,WWD US Equity,US3696041033,GE US Equity,CACX,72442435,CACX 72442435,General Electric Co sold Duarte business to Woodward Inc for USD 200.00M. The transaction was completed on 12/28/2012.,0,100,-0.01434263,0.06595174,0.2451243,0.05741921,-0.01434263,-0.01208313,0.02203065,0.4058656,0.1521604,-0.01208313,-0.01095146,0.02319614,0.3409433,0.1960701,-0.01095146,-0.01095146,0.02319614,0.3409433,0.1960701,-0.01095146,20121227,20121229,20121223,20130102,20121228,20131228,20121228,20130904,20121227,20121228,SPX Index,SPX Index,-0.00339117,0.0427556,-0.095819,-0.13865089,-0.00339117,-0.00113167,-0.00116549,0.0649223,-0.0439097,-0.00113167
M&A,2/26/2007,2/25/2007,2/27/2007,2/21/2007,3/3/2007,2/26/2007,2/26/2008,2/26/2007,11/3/2007,2/25/2007,2/26/2007,Hot cereal brands,B&G Foods Inc,Mondelez International Inc,200,Cash, ,Completed,,US05508R1068,BGS US Equity,US6092071058,MDLZ US Equity,CACX,24856575,CACX 24856575,Mondelez International Inc sold Hot cereal brands to B&G Foods Inc for USD 200.00M. The transaction was announced on 01/23/2007 and completed on 02/26/2007.,0,100,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.03547805,-0.04754785,-0.01129423,0.009662034,0.000300662,-0.03572832,-0.04750676,-0.02796717,0.05417206,-0.001129296,-0.03572832,-0.04750676,-0.02796717,0.05417206,-0.001129296,20070225,20070227,20070221,20070303,20070226,20080226,20070226,20071103,20070225,20070226,SPX Index,SPX Index,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.00025027,-4.109E-05,0.01667294,-0.044510026,0.001429958
M&A,3/31/2008,3/30/2008,4/1/2008,3/26/2008,4/5/2008,3/31/2008,3/31/2009,3/31/2008,12/6/2008,3/30/2008,3/31/2008,Oil and gas properties,XTO Energy Inc,Plains Exploration & Production Co,200,Cash, ,Completed,,US98385X1063,XTO US Equity,US7265051000,PXP US Equity,CACX,29377827,CACX 29377827,Plains Exploration & Production Co sold Oil and gas properties to XTO Energy Inc for USD 200.00M. The transaction was announced on 12/17/2007 and completed on 03/31/2008.,0,100,0.01778949,0.0145245,-0.4992676,-0.4795454,0.01894251,0.009599097,0.1203312,-0.6757621,-0.676703,0.000188218,0.04181316,0.02233719,-0.3808958,-0.326598,0.005712555,0.04181316,0.02233719,-0.3808958,-0.326598,0.005712555,20080330,20080401,20080326,20080405,20080331,20090331,20080331,20081206,20080330,20080331,SPX Index,SPX Index,-0.02402367,-0.00781269,-0.1183718,-0.1529474,0.013229955,-0.032214063,0.09799401,-0.2948663,-0.350105,-0.005524337
M&A,4/15/2011,4/14/2011,4/16/2011,4/10/2011,4/20/2011,4/15/2011,4/14/2012,4/15/2011,12/21/2011,4/14/2011,4/15/2011,Sacramento Basin California Oil and Gas Assets,Occidental Petroleum Corp,Rosetta Resources Inc,200,Cash, ,Completed,,US6745991058,OXY US Equity,US7777793073,ROSE US Equity,CACX,54013771,CACX 54013771,Rosetta Resources Inc sold Sacramento Basin California Oil and Gas Assets to Occidental Petroleum Corp for USD 200.00M. The transaction was announced on 04/21/2011 and completed on 04/15/2011.,0,100,0.0124039,-0.02757424,-0.0850049,-0.04327527,0.0124039,0.03067776,-0.0377562,0.09690817,0.02630365,0.03067776,0.003923555,0.001857054,0.06091388,-0.04346969,0.003923555,0.003923555,0.001857054,0.06091388,-0.04346969,0.003923555,20110414,20110416,20110410,20110420,20110415,20120414,20110415,20111221,20110414,20110415,SPX Index,SPX Index,0.008480345,-0.029431294,-0.14591878,0.00019442,0.008480345,0.026754205,-0.039613254,0.03599429,0.06977334,0.026754205
M&A,6/29/2007,6/28/2007,6/30/2007,6/24/2007,7/4/2007,6/29/2007,6/28/2008,6/29/2007,3/5/2008,6/28/2007,6/29/2007,2 data centers,Microsoft Corp,SAVVIS Inc,200,Cash, ,Completed,,US5949181045,MSFT US Equity,US8054233080,SVVS US Equity,CACX,27050141,CACX 27050141,SAVVIS Inc sold 2 data centers to Microsoft Corp for USD 200.00M. The transaction was completed on 06/29/2007.,0,100,-0.01206839,0.01797219,-0.0489307,-0.03563056,-0.01206839,-0.0203799,0.01525941,-0.7400525,-0.6612831,-0.0203799,-0.001560998,0.01531695,-0.1316532,-0.0997452,-0.001560998,-0.001560998,0.01531695,-0.1316532,-0.0997452,-0.001560998,20070628,20070630,20070624,20070704,20070629,20080628,20070629,20080305,20070628,20070629,SPX Index,SPX Index,-0.010507392,0.00265524,0.0827225,0.06411464,-0.010507392,-0.018818902,-5.754E-05,-0.6083993,-0.5615379,-0.018818902
M&A,10/7/2008,10/6/2008,10/8/2008,10/2/2008,10/12/2008,10/7/2008,10/7/2009,10/7/2008,6/14/2009,10/6/2008,10/7/2008,Jesta Digital GmbH,Twenty-First Century Fox Inc,VeriSign Inc,200,Cash, ,Completed,    N.A.,US90130A1016,FOXA US Equity,US92343E1029,VRSN US Equity,CACX,33756409,CACX 33756409,VeriSign Inc sold Jesta Digital GmbH to Twenty-First Century Fox Inc for USD 200.00M. The transaction was completed on 10/07/2008.,51,49,-0.0656045,-0.2569135,0.1930352,0.05036593,-0.05998126,-0.01670146,-0.0649515,0.02403434,-0.1742489,-0.02713988,-0.06755808,-0.192442,0.09058417,-0.03074463,-0.05738172,-0.06755808,-0.192442,0.09058417,-0.03074463,-0.05738172,20081006,20081008,20081002,20081012,20081007,20091007,20081007,20090614,20081006,20081007,SPX Index,SPX Index,0.00195358,-0.0644715,0.10245103,0.08111056,-0.00259954,0.05085662,0.1274905,-0.06654983,-0.14350427,0.03024184
M&A,11/16/2007,11/15/2007,11/17/2007,11/11/2007,11/21/2007,11/16/2007,11/15/2008,11/16/2007,7/23/2008,11/15/2007,11/16/2007,Bailey Banks & Biddle Co,Finlay Enterprises Inc,Zale Corp,200,Cash, ,Completed,    N.A.,US3178842031,FNLYQ US Equity,US9888581066,ZLC US Equity,CACX,28197992,CACX 28197992,Zale Corp sold Bailey Banks & Biddle Co to Finlay Enterprises Inc for USD 200.00M. The transaction was announced on 09/27/2007 and completed on 11/16/2007.,0,100,-0.06554931,-0.1890661,-0.97543,-0.9434889,-0.06554931,-0.01581217,0.005115089,-0.4162609,0.01411879,-0.01581217,0.005254184,-0.02462481,-0.3873805,-0.1080537,0.005254184,0.005254184,-0.02462481,-0.3873805,-0.1080537,0.005254184,20071115,20071117,20071111,20071121,20071116,20081115,20071116,20080723,20071115,20071116,SPX Index,SPX Index,-0.070803494,-0.16444129,-0.5880495,-0.8354352,-0.070803494,-0.021066354,0.029739899,-0.0288804,0.12217249,-0.021066354
M&A,8/19/2011,8/18/2011,8/20/2011,8/14/2011,8/24/2011,8/19/2011,8/18/2012,8/19/2011,4/25/2012,8/18/2011,8/19/2011,HSBC Afore SA de CV,Principal Financial Group Inc,HSBC Holdings PLC,198,Cash, ,Completed,    N.A.,US74251V1026,PFG US Equity,GB0005405286,HSBA LN Equity,CACX,53582352,CACX 53582352,HSBC Holdings PLC sold HSBC Afore SA de CV to Principal Financial Group Inc for USD 198.00M. The transaction was announced on 04/11/2011 and completed on 08/19/2011.,0,100,-0.03091398,0.02001704,0.2794786,0.3739838,-0.03091398,0.002747253,-0.0564738,0.1772005,0.1188029,0.002747253,-0.01500945,-0.000273382,0.290687,0.2560278,-0.01500945,-0.0101076,-0.01946457,0.2108805,0.1627658,-0.0101076,20110818,20110820,20110814,20110824,20110819,20120818,20110819,20120425,20110818,20110819,SPX Index,UKX Index,-0.01590453,0.020290422,-0.0112084,0.117956,-0.01590453,0.012854853,-0.03700923,-0.03368,-0.0439629,0.012854853
M&A,3/31/2011,3/30/2011,4/1/2011,3/26/2011,4/5/2011,3/31/2011,3/30/2012,3/31/2011,12/6/2011,3/30/2011,3/31/2011,North Dakota Bakken Assets,Linn Energy LLC,Concho Resources Inc,196,Cash, ,Completed,,US5360201009,LINE US Equity,US20605P1012,CXO US Equity,CACX,52454129,CACX 52454129,Concho Resources Inc sold North Dakota Bakken Assets to Linn Energy LLC for USD 196.00M. The transaction was announced on 02/28/2011 and completed on 03/31/2011.,0,100,0.01491386,0.003056546,0.05321051,0.02475459,0.001028542,0.004869826,0.01067448,-0.04864865,-0.03914259,0.004869826,0.003134038,0.01480429,0.08527385,-0.03680262,-0.001831983,0.003134038,0.01480429,0.08527385,-0.03680262,-0.001831983,20110330,20110401,20110326,20110405,20110331,20120330,20110331,20111206,20110330,20110331,SPX Index,SPX Index,0.011779822,-0.011747744,-0.03206334,0.06155721,0.002860525,0.001735788,-0.00412981,-0.1339225,-0.00233997,0.006701809
M&A,4/1/2011,3/31/2011,4/2/2011,3/27/2011,4/6/2011,4/1/2011,3/31/2012,4/1/2011,12/7/2011,3/31/2011,4/1/2011,Unnamed Target,DFC Global Corp,Atlanticus Holdings Corp,195,Cash, ,Completed,,US23324T1079,DLLR US Equity,US04914Y1029,ATLC US Equity,CACX,51193010,CACX 51193010,Atlanticus Holdings Corp sold Unnamed Target to DFC Global Corp for USD 195.00M. The transaction was announced on 01/03/2011 and completed on 04/01/2011.,0,100,0.003855422,0.01359223,-0.09409506,-0.09841575,0.003855422,0.04287902,0.0636646,-0.1468429,-0.3920705,0.04287902,0.004975135,0.01743914,0.07990119,-0.03936005,0.004975135,0.004975135,0.01743914,0.07990119,-0.03936005,0.004975135,20110331,20110402,20110327,20110406,20110401,20120331,20110401,20111207,20110331,20110401,SPX Index,SPX Index,-0.001119713,-0.00384691,-0.17399625,-0.0590557,-0.001119713,0.037903885,0.04622546,-0.22674409,-0.35271045,0.037903885
M&A,1/31/2012,1/30/2012,2/1/2012,1/26/2012,2/5/2012,1/31/2012,1/30/2013,1/31/2012,10/7/2012,1/30/2012,1/31/2012,Kemmerer Mine/Hams Fork Region of southwestern Wyo,Westmoreland Coal Co,Chevron Corp,194.5,Cash, ,Completed,,US9608781061,WLB US Equity,US1667641005,CVX US Equity,CACX,60311330,CACX 60311330,Chevron Corp sold Kemmerer Mine/Hams Fork Region of southwestern Wyoming to Westmoreland Coal Co for USD 194.50M. The transaction was announced on 12/27/2011 and completed on 01/31/2012.,0,100,-0.006552007,0.0266223,-0.1644628,-0.1776859,-0.009009009,-0.005995552,-0.0102261,0.1675524,0.1678258,-0.002804371,0.008652312,0.02058758,0.1706079,0.1308858,-0.000455336,0.008652312,0.02058758,0.1706079,0.1308858,-0.000455336,20120130,20120201,20120126,20120205,20120131,20130130,20120131,20121007,20120130,20120131,SPX Index,SPX Index,-0.015204319,0.00603472,-0.3350707,-0.3085717,-0.008553673,-0.014647864,-0.03081368,-0.0030555,0.03694,-0.002349035
M&A,9/14/2006,9/13/2006,9/15/2006,9/9/2006,9/19/2006,9/14/2006,9/14/2007,9/14/2006,5/22/2007,9/13/2006,9/14/2006,Broadcasting Rights,Twenty-First Century Fox Inc,Telecom Italia SpA,193.57,Cash, ,Completed,,US90130A1016,FOXA US Equity,IT0003497168,TIT IM Equity,CACX,23256910,CACX 23256910,Telecom Italia SpA sold Broadcasting Rights to Twenty-First Century Fox Inc for EUR 152.00M. The transaction was completed on 09/14/2006.,0,100,0.03483387,0.01334834,0.1004027,0.1902982,0.01071811,-0.03039648,-0.03897246,0.02541316,0.03302645,-0.01629953,0.001414444,0.0153416,0.1486496,0.1724431,-0.001304854,-0.002343277,-0.003596456,0.07140104,0.1798508,-0.001369106,20060913,20060915,20060909,20060919,20060914,20070914,20060914,20070522,20060913,20060914,SPX Index,FTSEMIB Index,0.033419426,-0.00199326,-0.0482469,0.0178551,0.012022964,-0.028053203,-0.035376004,-0.04598788,-0.14682435,-0.014930424
M&A,10/28/2008,10/27/2008,10/29/2008,10/23/2008,11/2/2008,10/28/2008,10/28/2009,10/28/2008,7/5/2009,10/27/2008,10/28/2008,Digital TV DTV business,Broadcom Corp,Advanced Micro Devices Inc,192.8,Cash, ,Completed,,US1113201073,BRCM US Equity,US0079031078,AMD US Equity,CACX,33103878,CACX 33103878,Advanced Micro Devices Inc sold Digital TV DTV business to Broadcom Corp for USD 192.80M. The transaction was announced on 08/25/2008 and completed on 10/28/2008.,0,100,0.02745577,0.1083712,0.5014085,0.4152113,0.08297743,0.01360544,0.06707317,0.7077465,0.3309859,-0.03401361,0.0957765,0.06713656,0.1382265,-0.02756837,0.1078866,0.0957765,0.06713656,0.1382265,-0.02756837,0.1078866,20081027,20081029,20081023,20081102,20081028,20091028,20081028,20090705,20081027,20081028,SPX Index,SPX Index,-0.06832073,0.04123464,0.363182,0.44277967,-0.02490917,-0.08217106,-6.339E-05,0.56952,0.35855427,-0.14190021
